Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg Vehicle Turnaround Time,Avg Customer Turnaround Time,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-12-02 00:00:00,20:04:25,"""CNR7435840""",Cancelled by Driver,"""CID9084957""",Auto,Nawada,Pulbangash,11.3,,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-08 00:00:00,14:29:16,"""CNR8577529""",Cancelled by Driver,"""CID8121948""",Auto,Punjabi Bagh,Badshahpur,6.9,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,,4.22464455,4.404739336,UPI
2024-09-15 00:00:00,22:06:40,"""CNR6158921""",Completed,"""CID4203688""",Go Sedan,Ramesh Nagar,Keshav Puram,5.1,27.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,300,5.7,,4.6,UPI
2024-05-30 00:00:00,18:57:34,"""CNR7484371""",Completed,"""CID7265108""",Go Sedan,Maidan Garhi,Sarai Kale Khan,11.1,18.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,202,4.62,3.2,4.1,UPI
2024-12-05 00:00:00,07:56:34,"""CNR9301716""",Completed,"""CID4647277""",Premier Sedan,Greater Kailash,Green Park,6.3,34.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,475,42.26,4.3,4.2,Cash
2024-07-16 00:00:00,19:23:06,"""CNR6511558""",Completed,"""CID5808222""",Go Sedan,Sarojini Nagar,Saidulajab,6.1,17,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,833,19.49,4,3.4,Debit Card
2024-06-14 00:00:00,16:59:15,"""CNR1801249""",Cancelled by Driver,"""CID2012161""",Go Sedan,Satguru Ram Singh Marg,Kashmere Gate,3.9,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-06 00:00:00,20:53:36,"""CNR5712520""",Completed,"""CID8152575""",Go Mini,Palam Vihar,Shahdara,7.3,33.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,158,40.36,3.7,4.9,UPI
2024-02-28 00:00:00,03:21:43,"""CNR1038498""",Completed,"""CID6242930""",Bike,GTB Nagar,Palam Vihar,10,36.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,155,42.59,4.7,3.2,Cash
2024-04-26 00:00:00,18:49:22,"""CNR2395349""",Cancelled by Driver,"""CID3389825""",Auto,Vatika Chowk,Pulbangash,9.3,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-03-31 00:00:00,08:32:26,"""CNR4896767""",Completed,"""CID6418422""",Auto,Cyber Hub,Mundka,10.5,33.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,107,21.68,4.3,4.9,UPI
2024-04-04 00:00:00,16:33:57,"""CNR5047025""",Completed,"""CID6365387""",Go Mini,Adarsh Nagar,Rohini West,6.8,22.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,151,29.9,4.6,4.6,UPI
2024-05-07 00:00:00,21:10:50,"""CNR7514462""",Completed,"""CID5973257""",Go Mini,Golf Course Road,Bhikaji Cama Place,10.7,30.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,187,42.27,4.3,4.8,Cash
2024-06-15 00:00:00,19:12:37,"""CNR5269641""",Completed,"""CID8225890""",Go Mini,IIT Delhi,Basai Dhankot,12.3,34.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1543,49.71,4.4,5,Cash
2024-06-14 00:00:00,20:58:12,"""CNR9927786""",Completed,"""CID8378909""",eBike,Punjabi Bagh,Gurgaon Sector 56,3.8,20.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,432,32.56,4.2,5,UPI
2024-03-04 00:00:00,21:24:16,"""CNR9619867""",Cancelled by Customer,"""CID9032039""",Go Sedan,Civil Lines Gurgaon,Moti Nagar,10.2,28.61575145,1,Driver is not moving towards pickup location,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-23 00:00:00,10:28:09,"""CNR7250271""",Incomplete,"""CID9448818""",Go Sedan,Udyog Vihar Phase 4,Anand Vihar ISBT,4.4,23.6,0,Driver asked to cancel,0,More than permitted people in there,1,Vehicle Breakdown,195,14.49,4.22464455,4.404739336,Uber Wallet
2024-10-28 00:00:00,15:46:27,"""CNR5629774""",Completed,"""CID8747096""",Go Mini,Ghaziabad,Udyog Vihar,3.2,30.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,54,31.49,4.6,4.9,Cash
2024-02-06 00:00:00,10:17:43,"""CNR4578797""",Completed,"""CID1104786""",Auto,Narsinghpur,Maidan Garhi,13.4,20,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,939,21.28,3.8,5,UPI
2024-12-04 00:00:00,07:48:07,"""CNR5277125""",Completed,"""CID7166980""",Auto,MG Road,GTB Nagar,9.8,43.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,829,34.14,4.6,4.2,UPI
2024-12-22 00:00:00,17:53:25,"""CNR2343017""",Completed,"""CID9190683""",Auto,Panchsheel Park,Gwal Pahari,8.7,27.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,314,20.66,4.6,4.3,UPI
2024-08-24 00:00:00,21:09:54,"""CNR4356773""",Completed,"""CID9031824""",Go Sedan,Badarpur,Tis Hazari,11.7,30.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1249,24.6,4.1,3.7,Cash
2024-09-18 00:00:00,08:48:36,"""CNR1050716""",Completed,"""CID3789359""",Auto,Gurgaon Sector 29,South Extension,4.5,27.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,437,27.94,3.9,4.6,UPI
2024-10-22 00:00:00,08:41:41,"""CNR7850961""",Completed,"""CID5103518""",Go Mini,Dwarka Sector 21,Moolchand,9.6,28.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,,44.57,,4.5,UPI
2024-06-16 00:00:00,06:53:10,"""CNR1254363""",Completed,"""CID9092173""",Auto,Greater Kailash,Raj Nagar Extension,14.2,15.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1444,15.43,4.2,3.1,Cash
2024-12-22 00:00:00,09:03:55,"""CNR6569789""",Cancelled by Driver,"""CID3372949""",Go Mini,Pataudi Chowk,Meerut,6.5,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-02 00:00:00,15:25:18,"""CNR6092310""",No Driver Found,"""CID4998701""",Premier Sedan,Bahadurgarh,Uttam Nagar,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-09-07 00:00:00,04:07:03,"""CNR2742692""",Completed,"""CID6825812""",Bike,Gwal Pahari,Golf Course Road,5.8,31.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1368,42.88,4.3,3.8,Cash
2024-07-05 00:00:00,06:41:29,"""CNR7165550""",No Driver Found,"""CID7694379""",Bike,Punjabi Bagh,Ghitorni Village,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-03 00:00:00,21:53:28,"""CNR9101826""",Completed,"""CID1875498""",Auto,Tagore Garden,Narsinghpur,7.1,18,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,418,23.31,4.2,4.6,UPI
2024-04-10 00:00:00,19:13:34,"""CNR7054338""",Completed,"""CID5302286""",Premier Sedan,Samaypur Badli,IGNOU Road,11,40,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,363,31.36,4.2,4.3,UPI
2024-02-06 00:00:00,09:18:36,"""CNR5871454""",Completed,"""CID8316899""",Go Mini,AIIMS,Chandni Chowk,12.8,15.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,279,16.68,4.1,4.9,Cash
2024-04-22 00:00:00,17:13:32,"""CNR4399523""",Completed,"""CID2089022""",Go Mini,Hero Honda Chowk,AIIMS,5.1,,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,332,,4.4,4.6,Cash
2024-09-25 00:00:00,18:58:35,"""CNR9707820""",Completed,"""CID2183387""",Auto,Delhi Gate,Gurgaon Sector 29,4.7,37.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,448,28.34,4.3,4.9,UPI
2024-07-08 00:00:00,18:18:13,"""CNR2693001""",Cancelled by Customer,"""CID1889689""",Bike,Rohini West,Peeragarhi,11.2,28.61575145,1,Wrong Address,0,More than permitted people in there,0,Vehicle Breakdown,,25.46128613,4.22464455,4.404739336,UPI
2024-06-04 00:00:00,15:49:09,"""CNR3363167""",Completed,"""CID8741995""",Go Sedan,Badarpur,Ambience Mall,12.9,29.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,64,38.65,3.5,5,UPI
2024-12-10 00:00:00,14:20:31,"""CNR9573367""",Completed,"""CID7080252""",Go Sedan,Mandi House,Rohini,4.2,18.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,682,3.05,4.7,4.3,UPI
2024-07-27 00:00:00,10:59:44,"""CNR4563554""",No Driver Found,"""CID3656786""",Go Mini,Chanakyapuri,Munirka,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-13 00:00:00,02:49:21,"""CNR3121090""",Completed,"""CID1670641""",Go Mini,Mandi House,India Gate,5.2,37.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,488,41.81,4.2,4.1,UPI
2024-06-14 00:00:00,11:41:45,"""CNR2969701""",Cancelled by Customer,"""CID1401223""",Auto,Delhi Gate,Chandni Chowk,16.9,28.61575145,1,Change of plans,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-10-16 00:00:00,21:30:28,"""CNR3590282""",Completed,"""CID7281467""",Go Sedan,Barakhamba Road,Ghaziabad,,40.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,953,31.28,4.9,4.7,Cash
2024-05-05 00:00:00,19:10:02,"""CNR5792733""",Completed,"""CID2894784""",Go Sedan,Jor Bagh,Azadpur,9.9,15.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,965,34.5,4.1,4.2,UPI
2024-02-18 00:00:00,16:24:39,"""CNR7417036""",Completed,"""CID8283589""",Go Sedan,Khan Market,Green Park,10,40.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,405,13.1,3.6,4.6,Credit Card
2024-08-14 00:00:00,14:34:57,"""CNR7957879""",No Driver Found,"""CID3277993""",Auto,Satguru Ram Singh Marg,Sikanderpur,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-03-07 00:00:00,10:59:58,"""CNR3649243""",Cancelled by Driver,"""CID2049171""",Go Mini,Meerut,Vasant Kunj,10.2,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-29 00:00:00,17:11:13,"""CNR8918353""",Completed,"""CID4955715""",Go Sedan,Udyog Vihar Phase 4,Kalkaji,5,23.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,423,9.93,4.4,4.9,UPI
2024-06-28 00:00:00,23:11:32,"""CNR1343265""",Cancelled by Customer,"""CID2749175""",Go Sedan,RK Puram,Panipat,11.9,28.61575145,1,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-24 00:00:00,10:03:37,"""CNR1390232""",No Driver Found,"""CID6307524""",Auto,GTB Nagar,Jasola,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-25 00:00:00,08:42:50,"""CNR3047231""",Completed,"""CID5464558""",Auto,Akshardham,Bahadurgarh,11.1,31.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,264,31.93,3.7,4.2,UPI
2024-02-01 00:00:00,09:13:13,"""CNR5380412""",Completed,"""CID8125937""",Go Mini,Shivaji Park,Hauz Khas,11.2,31.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,249,34.73,4.2,4.9,UPI
2024-03-10 00:00:00,21:06:20,"""CNR4886117""",Completed,"""CID2026490""",Auto,Jasola,Delhi Gate,13.5,32.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,628,31.51,4.9,4.9,Cash
2024-03-03 00:00:00,13:48:25,"""CNR1155206""",Incomplete,"""CID3865002""",Uber XL,IMT Manesar,Lok Kalyan Marg,4.1,19.7,0,Driver asked to cancel,0,More than permitted people in there,1,Other Issue,110,14.46,4.22464455,4.404739336,UPI
2024-10-26 00:00:00,13:44:51,"""CNR7623737""",Cancelled by Driver,"""CID6954811""",eBike,Gurgaon Sector 56,Pragati Maidan,9.3,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-11 00:00:00,20:20:54,"""CNR5468556""",Completed,"""CID4533250""",Bike,Udyog Bhawan,Mundka,7.7,15.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,190,10.27,4.7,4.8,UPI
2024-04-04 00:00:00,08:50:10,"""CNR8037805""",Completed,"""CID2099192""",Premier Sedan,Rajiv Chowk,Okhla,5.2,23.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,264,46.07,4.3,3.1,Uber Wallet
2024-09-06 00:00:00,16:16:28,"""CNR5137585""",Cancelled by Customer,"""CID3906781""",Go Sedan,Badarpur,Vaishali,7.6,28.61575145,1,AC is not working,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-20 00:00:00,10:45:14,"""CNR5622847""",Completed,"""CID7679264""",Bike,Panipat,New Colony,10,37.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,147,45.51,4.3,4.5,UPI
2024-07-04 00:00:00,11:00:26,"""CNR4461457""",No Driver Found,"""CID8192836""",Go Mini,Noida Film City,Kirti Nagar,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,,25.46128613,4.22464455,4.404739336,UPI
2024-09-25 00:00:00,15:55:15,"""CNR3788830""",Completed,"""CID1892630""",Auto,Vidhan Sabha,Kaushambi,4.4,28.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,953,34.9,4.4,4.8,UPI
2024-10-17 00:00:00,17:46:59,"""CNR8254837""",Completed,"""CID5350125""",Go Mini,AIIMS,Ashok Park Main,14.9,20.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,654,30.87,4.3,4.9,Cash
2024-06-01 00:00:00,08:04:36,"""CNR5483670""",Completed,"""CID3570152""",Go Sedan,Panchsheel Park,Sarai Kale Khan,8.4,19.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,427,37.07,4.1,4.9,Cash
2024-12-25 00:00:00,05:04:40,"""CNR7372127""",Cancelled by Driver,"""CID2108992""",Go Mini,Udyog Bhawan,Civil Lines Gurgaon,11.8,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-04 00:00:00,08:02:57,"""CNR5166870""",Completed,"""CID9712348""",Auto,Keshav Puram,Mayur Vihar,5.8,25.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,610,35.38,4.4,4.3,Uber Wallet
2024-04-23 00:00:00,11:09:18,"""CNR1915557""",Completed,"""CID8572565""",Bike,Pragati Maidan,Raj Nagar Extension,7.1,42.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,648,19.61,4.2,5,UPI
2024-02-11 00:00:00,18:46:31,"""CNR3460247""",Completed,"""CID7449191""",Bike,Punjabi Bagh,Green Park,8.8,40.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,792,23.82,3.2,4.3,Cash
2024-04-28 00:00:00,14:03:27,"""CNR8192412""",Completed,"""CID3617414""",Go Mini,Keshav Puram,Tughlakabad,13.6,29.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,676,39.98,3.6,4.7,UPI
2024-03-22 00:00:00,21:49:01,"""CNR7439127""",Completed,"""CID2424398""",Bike,Raj Nagar Extension,Moolchand,5.1,22.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,389,27.16,3.6,3.9,Uber Wallet
2024-04-28 00:00:00,07:28:54,"""CNR3712135""",Completed,"""CID7174383""",Premier Sedan,Jhilmil,Malviya Nagar,11.4,42.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,74,48.45,4.1,3.9,Uber Wallet
2024-05-01 00:00:00,09:30:03,"""CNR1675599""",Cancelled by Driver,"""CID9232923""",Auto,Saket A Block,Old Gurgaon,8.2,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-12 00:00:00,18:48:40,"""CNR1935772""",Cancelled by Driver,"""CID2909332""",Go Sedan,Central Secretariat,Janakpuri,10.8,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-07 00:00:00,20:05:26,"""CNR4730676""",Completed,"""CID5429248""",Auto,Noida Sector 18,Malviya Nagar,9.4,41.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,465,25.05,4.4,4.9,Credit Card
2024-08-27 00:00:00,09:40:17,"""CNR6139544""",Completed,"""CID9812979""",Auto,Khan Market,New Delhi Railway Station,5.3,43.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,932,40.21,4.1,4.1,UPI
2024-04-03 00:00:00,19:47:28,"""CNR3805926""",Completed,"""CID1837528""",Premier Sedan,ITO,Noida Film City,10.8,33.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,191,44.48,3.8,4.9,Cash
2024-04-21 00:00:00,12:27:17,"""CNR5129655""",Completed,"""CID6449078""",Bike,India Gate,Shastri Nagar,5.2,34.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,770,6.82,4.3,4.8,UPI
2024-09-15 00:00:00,19:41:11,"""CNR8725828""",Completed,"""CID5970413""",Go Mini,Indraprastha,IGI Airport,14.3,23.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,514,16.21,4.3,3.8,UPI
2024-05-14 00:00:00,14:17:08,"""CNR6557966""",Cancelled by Driver,"""CID9646686""",Go Mini,Jasola,Rohini,11.7,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-09-18 00:00:00,18:07:44,"""CNR5403690""",Completed,"""CID2856626""",Go Sedan,Botanical Garden,Mansarovar Park,11.7,17.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,349,12.9,4.2,5,UPI
2024-07-27 00:00:00,21:55:25,"""CNR4969264""",Cancelled by Driver,"""CID8159457""",Go Mini,Narsinghpur,Inderlok,10.1,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-10-07 00:00:00,16:22:15,"""CNR6028710""",Completed,"""CID1715075""",eBike,Janakpuri,Golf Course Road,9.2,41.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,267,12.22,4.3,4.1,Cash
2024-11-19 00:00:00,07:50:54,"""CNR3761377""",No Driver Found,"""CID2461173""",eBike,Ashok Park Main,Lok Kalyan Marg,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-06-27 00:00:00,17:13:13,"""CNR2650074""",Completed,"""CID5603156""",Go Mini,Samaypur Badli,Ghitorni,4.4,37,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,325,3.95,3.8,4.8,UPI
2024-03-16 00:00:00,19:36:59,"""CNR7381283""",Completed,"""CID8868738""",Go Sedan,Laxmi Nagar,Pragati Maidan,4.3,15.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,156,42.87,3.9,4.2,Cash
2024-06-16 00:00:00,21:03:43,"""CNR2531495""",Completed,"""CID7656183""",Bike,Lok Kalyan Marg,IGNOU Road,5.2,27.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,689,39.84,4.3,4.9,UPI
2024-04-13 00:00:00,11:19:15,"""CNR1939605""",Completed,"""CID1229469""",Auto,Munirka,Pulbangash,13.6,40.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,491,4.19,3.8,3.9,Credit Card
2024-08-09 00:00:00,03:34:51,"""CNR5149041""",Completed,"""CID6951861""",Go Sedan,Noida Sector 18,Tilak Nagar,10.1,32.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,304,6.18,4.2,4.3,Credit Card
2024-11-28 00:00:00,20:44:46,"""CNR7041241""",Cancelled by Driver,"""CID1368334""",Go Mini,Gwal Pahari,Rohini East,12,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-30 00:00:00,19:00:23,"""CNR8035160""",Cancelled by Customer,"""CID5283020""",Auto,Connaught Place,Uttam Nagar,12.6,28.61575145,1,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-11 00:00:00,20:29:02,"""CNR1918341""",Completed,"""CID7417050""",Auto,Pitampura,Paschim Vihar,14.8,44.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,697,4.56,4.5,4.6,UPI
2024-07-25 00:00:00,19:28:35,"""CNR9600846""",Completed,"""CID8949589""",Auto,Udyog Bhawan,Janakpuri,3.8,20.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,679,47.56,4.2,4.9,UPI
2024-08-17 00:00:00,18:35:05,"""CNR2775291""",Incomplete,"""CID9116623""",Premier Sedan,Jahangirpuri,Indirapuram,2.9,18,0,Driver asked to cancel,0,More than permitted people in there,1,Other Issue,713,14.65,4.22464455,4.404739336,Cash
2024-02-18 00:00:00,18:57:12,"""CNR4263854""",Cancelled by Driver,"""CID3967495""",Go Sedan,Tughlakabad,Vidhan Sabha,8.6,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-06-16 00:00:00,10:12:54,"""CNR4635401""",Completed,"""CID3741723""",Go Mini,Anand Vihar,Gurgaon Sector 56,10,18.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,683,32.15,4.6,4,UPI
2024-07-08 00:00:00,21:04:51,"""CNR2135475""",Completed,"""CID8123696""",Go Sedan,Vatika Chowk,Paharganj,7.8,36.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,91,23.5,4,4.3,UPI
2024-02-26 00:00:00,14:46:21,"""CNR2438435""",Incomplete,"""CID7928240""",eBike,Central Secretariat,Sikanderpur,3.1,12.4,0,Driver asked to cancel,0,More than permitted people in there,1,Other Issue,396,16.61,4.22464455,4.404739336,UPI
2024-02-28 00:00:00,16:43:09,"""CNR2068345""",Completed,"""CID1975343""",Go Sedan,Govindpuri,Kalkaji,8.5,35.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,769,18.14,4.4,4.1,Cash
2024-12-27 00:00:00,01:14:14,"""CNR6107939""",Completed,"""CID3244272""",Bike,Welcome,DLF Phase 3,2.3,16.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,323,31.1,3.6,4.6,Uber Wallet
2024-12-06 00:00:00,16:09:31,"""CNR6577172""",Incomplete,"""CID5963264""",Premier Sedan,Preet Vihar,Mehrauli,3.6,27.7,0,Driver asked to cancel,0,More than permitted people in there,1,Other Issue,627,3.74,4.22464455,4.404739336,Uber Wallet
2024-05-13 00:00:00,18:47:50,"""CNR1957129""",Completed,"""CID5761924""",Auto,Noida Extension,Old Gurgaon,12.9,26,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,134,13.99,4.8,4.1,Cash
2024-05-09 00:00:00,17:14:18,"""CNR1531092""",Completed,"""CID7911273""",Go Mini,Kanhaiya Nagar,Satguru Ram Singh Marg,12.1,33.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,940,5.04,4.6,4.6,Credit Card
2024-11-19 00:00:00,21:04:42,"""CNR6891932""",No Driver Found,"""CID1466189""",eBike,Seelampur,Udyog Bhawan,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-04-04 00:00:00,14:02:47,"""CNR2192659""",Completed,"""CID5227340""",Auto,Anand Vihar,Chirag Delhi,9.6,26.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,266,36.18,4.1,4.2,Uber Wallet
2024-11-19 00:00:00,20:15:39,"""CNR6262174""",Completed,"""CID4943288""",Auto,Mehrauli,Karol Bagh,8.1,26.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,484,13.21,4.5,4.3,Uber Wallet
2024-06-04 00:00:00,20:15:11,"""CNR7791863""",Completed,"""CID1873624""",Go Sedan,Indirapuram,Noida Sector 62,5.6,19.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,250,6.06,4.3,4.7,Cash
2024-08-13 00:00:00,13:22:10,"""CNR8243301""",Cancelled by Driver,"""CID7666967""",Auto,IGI Airport,Civil Lines Gurgaon,9.3,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-25 00:00:00,11:03:11,"""CNR9897424""",Incomplete,"""CID8433669""",Bike,Saket,Noida Extension,8.8,20,0,Driver asked to cancel,0,More than permitted people in there,1,Customer Demand,361,14.61,4.22464455,4.404739336,UPI
2024-06-30 00:00:00,11:57:59,"""CNR5745004""",Completed,"""CID8137475""",Go Mini,Basai Dhankot,Shivaji Park,2.6,21,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,224,48.08,5,4.6,Cash
